# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2321305	2321835	+	BAL39393.1			DNA-binding transcriptional regulator	mprA		ECMDS42_2188	531	176	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2321962	2323134	+					emrA		ECMDS42_2189	1173		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2321962	2323134	+	BAL39394.1			multidrug efflux system	emrA		ECMDS42_2189	1173	390	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2323151	2324689	+					emrB		ECMDS42_2190	1539		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2323151	2324689	+	BAL39395.1			multidrug efflux system protein	emrB		ECMDS42_2190	1539	512	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2324753	2325268	-					luxS		ECMDS42_2191	516		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2324753	2325268	-	BAL39396.1			S-ribosylhomocysteinase	luxS		ECMDS42_2191	516	171	
gene	misc_RNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2325336	2325410	+					sraD		ECMDS42_2192	75		
misc_RNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2325336	2325410	+					sraD		ECMDS42_2192	75		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2325418	2326974	-					gshA		ECMDS42_2193	1557		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2325418	2326974	-	BAL39397.1			gamma-glutamate-cysteine ligase	gshA		ECMDS42_2193	1557	518	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2327047	2327475	-					yqaA		ECMDS42_2194	429		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2327047	2327475	-	BAL39398.1			conserved inner membrane protein	yqaA		ECMDS42_2194	429	142	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2327472	2328038	-					yqaB		ECMDS42_2195	567		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2327472	2328038	-	BAL39399.1			predicted hydrolase	yqaB		ECMDS42_2195	567	188	
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2328319	2328395	-					argQ		ECMDS42_2196	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2328319	2328395	-				tRNA-Arg	argQ		ECMDS42_2196	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2328594	2328670	-					argZ		ECMDS42_2197	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2328594	2328670	-				tRNA-Arg	argZ		ECMDS42_2197	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2328733	2328809	-					argY		ECMDS42_2198	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2328733	2328809	-				tRNA-Arg	argY		ECMDS42_2198	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329008	2329084	-					argV		ECMDS42_2199	77		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329008	2329084	-				tRNA-Arg	argV		ECMDS42_2199	77		
gene	tRNA	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329088	2329180	-					serV		ECMDS42_2200	93		
tRNA		GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329088	2329180	-				tRNA-Ser	serV		ECMDS42_2200	93		
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329496	2329681	-					csrA		ECMDS42_2201	186		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329496	2329681	-	BAL39400.1			pleiotropic regulatory protein for carbon source metabolism	csrA		ECMDS42_2201	186	61	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329916	2332546	-					alaS		ECMDS42_2202	2631		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2329916	2332546	-	BAL39401.1			alanyl-tRNA synthetase	alaS		ECMDS42_2202	2631	876	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2332674	2333174	-					recX		ECMDS42_2203	501		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2332674	2333174	-	BAL39402.1			regulatory protein for RecA	recX		ECMDS42_2203	501	166	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2333243	2334304	-					recA		ECMDS42_2204	1062		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2333243	2334304	-	BAL39403.1			DNA strand exchange and recombination protein with protease and nuclease activity	recA		ECMDS42_2204	1062	353	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2334384	2334881	-					ygaD		ECMDS42_2205	498		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2334384	2334881	-	BAL39404.1			conserved protein	ygaD		ECMDS42_2205	498	165	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2335026	2336111	-					mltB		ECMDS42_2206	1086		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2335026	2336111	-	BAL39405.1			membrane-bound lytic murein transglycosylase B	mltB		ECMDS42_2206	1086	361	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2336367	2336930	+					srlA		ECMDS42_2207	564		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2336367	2336930	+	BAL39406.1			glucitol/sorbitol-specific enzyme IIC component of PTS	srlA		ECMDS42_2207	564	187	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2336927	2337886	+					srlE		ECMDS42_2208	960		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2336927	2337886	+	BAL39407.1			glucitol/sorbitol-specific enzyme IIB component of PTS	srlE		ECMDS42_2208	960	319	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2337897	2338268	+					srlB		ECMDS42_2209	372		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2337897	2338268	+	BAL39408.1			glucitol/sorbitol-specific enzyme IIA component of PTS	srlB		ECMDS42_2209	372	123	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2338272	2339051	+					srlD		ECMDS42_2210	780		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2338272	2339051	+	BAL39409.1			sorbitol-6-phosphate dehydrogenase	srlD		ECMDS42_2210	780	259	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2339156	2339515	+					gutM		ECMDS42_2211	360		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2339156	2339515	+	BAL39410.1			DNA-binding transcriptional activator	gutM		ECMDS42_2211	360	119	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2339582	2340355	+					srlR		ECMDS42_2212	774		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2339582	2340355	+	BAL39411.1			DNA-binding transcriptional repressor	srlR		ECMDS42_2212	774	257	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2340348	2341313	+					gutQ		ECMDS42_2213	966		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2340348	2341313	+	BAL39412.1			predicted phosphosugar-binding protein	gutQ		ECMDS42_2213	966	321	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2341310	2342824	-					norR		ECMDS42_2214	1515		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2341310	2342824	-	BAL39413.1			DNA-binding transcriptional activator	norR		ECMDS42_2214	1515	504	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2343011	2344450	+					norV		ECMDS42_2215	1440		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2343011	2344450	+	BAL39414.1			flavorubredoxin oxidoreductase	norV		ECMDS42_2215	1440	479	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2344447	2345580	+					norW		ECMDS42_2216	1134		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2344447	2345580	+	BAL39415.1			NADH:flavorubredoxin oxidoreductase	norW		ECMDS42_2216	1134	377	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2345708	2347960	-					hypF		ECMDS42_2217	2253		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2345708	2347960	-	BAL39416.1			carbamoyl phosphate phosphatase and maturation protein for [NiFe] hydrogenases	hypF		ECMDS42_2217	2253	750	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2348113	2348640	-					hydN		ECMDS42_2218	528		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2348113	2348640	-	BAL39417.1			formate dehydrogenase-H, [4Fe-4S] ferredoxin subunit	hydN		ECMDS42_2218	528	175	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2348789	2349802	-					ascG		ECMDS42_2219	1014		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2348789	2349802	-	BAL39418.1			DNA-binding transcriptional regulator	ascG		ECMDS42_2219	1014	337	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2350059	2351516	+					ascF		ECMDS42_2220	1458		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2350059	2351516	+	BAL39419.1			fused cellobiose/arbutin/salicin-specific enzyme IIBC component of PTS	ascF		ECMDS42_2220	1458	485	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2351525	2352949	+					ascB		ECMDS42_2221	1425		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2351525	2352949	+	BAL39420.1			cryptic 6-phospho-beta-glucosidase	ascB		ECMDS42_2221	1425	474	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2353108	2353578	-					hycI		ECMDS42_2222	471		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2353108	2353578	-	BAL39421.1			protease	hycI		ECMDS42_2222	471	156	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2353571	2353981	-					hycH		ECMDS42_2223	411		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2353571	2353981	-	BAL39422.1			protein required for maturation of hydrogenase 3	hycH		ECMDS42_2223	411	136	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2353978	2354745	-					hycG		ECMDS42_2224	768		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2353978	2354745	-	BAL39423.1			hydrogenase 3 and formate hydrogenase complex, HycG subunit	hycG		ECMDS42_2224	768	255	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2354745	2355287	-					hycF		ECMDS42_2225	543		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2354745	2355287	-	BAL39424.1			formate hydrogenlyase complex iron-sulfur protein	hycF		ECMDS42_2225	543	180	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2355297	2357006	-					hycE		ECMDS42_2226	1710		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2355297	2357006	-	BAL39425.1			hydrogenase 3, large subunit	hycE		ECMDS42_2226	1710	569	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2357024	2357947	-					hycD		ECMDS42_2227	924		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2357024	2357947	-	BAL39426.1			hydrogenase 3, membrane subunit	hycD		ECMDS42_2227	924	307	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2357950	2359776	-					hycC		ECMDS42_2228	1827		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2357950	2359776	-	BAL39427.1			hydrogenase 3, membrane subunit	hycC		ECMDS42_2228	1827	608	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2359773	2360384	-					hycB		ECMDS42_2229	612		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2359773	2360384	-	BAL39428.1			hydrogenase 3, Fe-S subunit	hycB		ECMDS42_2229	612	203	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2360509	2360970	-					hycA		ECMDS42_2230	462		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2360509	2360970	-	BAL39429.1			regulator of the transcriptional regulator FhlA	hycA		ECMDS42_2230	462	153	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2361182	2361532	+					hypA		ECMDS42_2231	351		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2361182	2361532	+	BAL39430.1			hypothetical protein	hypA		ECMDS42_2231	351	116	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2361536	2362408	+					hypB		ECMDS42_2232	873		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2361536	2362408	+	BAL39431.1			GTP hydrolase	hypB		ECMDS42_2232	873	290	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2362399	2362671	+					hypC		ECMDS42_2233	273		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2362399	2362671	+	BAL39432.1			protein required for maturation of hydrogenases 1 and 3	hypC		ECMDS42_2233	273	90	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2362671	2363792	+					hypD		ECMDS42_2234	1122		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2362671	2363792	+	BAL39433.1			protein required for maturation of hydrogenases	hypD		ECMDS42_2234	1122	373	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2363831	2364799	+					hypE		ECMDS42_2235	969		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2363831	2364799	+	BAL39434.1			carbamoyl phosphate phosphatase, hydrogenase 3 maturation protein	hypE		ECMDS42_2235	969	322	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2364873	2366951	+					fhlA		ECMDS42_2236	2079		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2364873	2366951	+	BAL39435.1			DNA-binding transcriptional activator	fhlA		ECMDS42_2236	2079	692	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2366988	2367341	-					ygbA		ECMDS42_2237	354		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2366988	2367341	-	BAL39436.1			predicted protein	ygbA		ECMDS42_2237	354	117	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2367628	2370189	+					mutS		ECMDS42_2238	2562		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2367628	2370189	+	BAL39437.1			methyl-directed mismatch repair protein	mutS		ECMDS42_2238	2562	853	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2370295	2370951	+					pphB		ECMDS42_2239	657		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2370295	2370951	+	BAL39438.1			serine/threonine-specific protein phosphatase 2	pphB		ECMDS42_2239	657	218	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2371002	2371799	-					ygbI		ECMDS42_2240	798		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2371002	2371799	-	BAL39439.1			predicted DNA-binding transcriptional regulator	ygbI		ECMDS42_2240	798	265	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2371965	2372873	+					ygbJ		ECMDS42_2241	909		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2371965	2372873	+	BAL39440.1			predicted dehydrogenase, with NAD(P)-binding Rossmann-fold domain	ygbJ		ECMDS42_2241	909	302	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2372870	2374036	+					ygbK		ECMDS42_2242	1167		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2372870	2374036	+	BAL39441.1			conserved protein	ygbK		ECMDS42_2242	1167	388	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2374128	2374766	+					ygbL		ECMDS42_2243	639		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2374128	2374766	+	BAL39442.1			predicted class II aldolase	ygbL		ECMDS42_2243	639	212	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2374771	2375547	+					ygbM		ECMDS42_2244	777		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2374771	2375547	+	BAL39443.1			conserved protein	ygbM		ECMDS42_2244	777	258	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2375636	2377000	+					ygbN		ECMDS42_2245	1365		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2375636	2377000	+	BAL39444.1			predicted transporter	ygbN		ECMDS42_2245	1365	454	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2377094	2378086	-					rpoS		ECMDS42_2246	993		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2377094	2378086	-	BAL39445.1			RNA polymerase, sigma S (sigma 38) factor	rpoS		ECMDS42_2246	993	330	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2378149	2379288	-					nlpD		ECMDS42_2247	1140		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2378149	2379288	-	BAL39446.1			predicted outer membrane lipoprotein	nlpD		ECMDS42_2247	1140	379	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2379428	2380054	-					pcm		ECMDS42_2248	627		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2379428	2380054	-	BAL39447.1			L-isoaspartate protein carboxylmethyltransferase type II	pcm		ECMDS42_2248	627	208	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2380048	2380809	-					surE		ECMDS42_2249	762		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2380048	2380809	-	BAL39448.1			broad specificity 5'(3')-nucleotidase and polyphosphatase	surE		ECMDS42_2249	762	253	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2380790	2381839	-					truD		ECMDS42_2250	1050		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2380790	2381839	-	BAL39449.1			pseudoruidine synthase	truD		ECMDS42_2250	1050	349	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2381836	2382315	-					ispF		ECMDS42_2251	480		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2381836	2382315	-	BAL39450.1			2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	ispF		ECMDS42_2251	480	159	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2382315	2383025	-					ispD		ECMDS42_2252	711		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2382315	2383025	-	BAL39451.1			4-diphosphocytidyl-2C-methyl-D-erythritol synthase	ispD		ECMDS42_2252	711	236	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2383044	2383355	-					ftsB		ECMDS42_2253	312		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2383044	2383355	-	BAL39452.1			cell division protein	ftsB		ECMDS42_2253	312	103	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2383549	2383872	-					ygbE		ECMDS42_2254	324		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2383549	2383872	-	BAL39453.1			conserved inner membrane protein	ygbE		ECMDS42_2254	324	107	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2383922	2384527	-					cysC		ECMDS42_2255	606		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2383922	2384527	-	BAL39454.1			adenosine 5'-phosphosulfate kinase	cysC		ECMDS42_2255	606	201	
gene	protein_coding	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2384527	2385954	-					cysN		ECMDS42_2256	1428		
CDS	with_protein	GCA_000350185.1	Primary Assembly	chromosome		AP012306.1	2384527	2385954	-	BAL39455.1			sulfate adenylyltransferase, subunit 1	cysN		ECMDS42_2256	1428	475	
